Rk,,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Darren Collison\collida01,29,68,2063,15.3,.570,.245,.239,1.3,7.1,4.3,24.5,1.6,0.4,12.6,19.8,,3.1,0.8,3.9,.091,,0.8,-2.3,-1.5,0.3
2,DeMarcus Cousins\couside01,26,55,1891,26.5,.562,.239,.491,7.1,28.3,17.8,27.4,2.0,3.6,13.2,37.5,,3.4,2.6,6.0,.153,,4.5,2.6,7.1,4.3
3,Ty Lawson\lawsoty01,29,69,1732,15.4,.551,.226,.416,3.0,8.9,6.0,29.9,2.2,0.3,17.3,19.5,,2.2,1.0,3.2,.088,,0.2,-1.5,-1.3,0.3
4,Garrett Temple\templga01,30,65,1728,11.2,.545,.509,.171,2.2,10.1,6.2,14.4,2.5,1.5,14.4,14.2,,0.9,1.3,2.2,.061,,-0.3,0.6,0.3,1.0
5,Arron Afflalo\afflaar01,31,61,1580,8.9,.559,.360,.221,0.7,8.4,4.6,7.4,0.7,0.3,8.4,14.4,,1.2,0.2,1.4,.043,,-1.4,-2.1,-3.5,-0.6
6,Anthony Tolliver\tollian01,31,65,1477,11.1,.595,.655,.234,4.0,14.4,9.3,7.7,1.2,1.2,12.6,13.6,,1.5,0.8,2.3,.075,,0.2,-0.7,-0.4,0.6
7,Willie Cauley-Stein\caulewi01,23,75,1421,16.3,.558,.004,.314,7.0,20.4,13.8,9.4,1.9,2.8,11.2,19.7,,1.4,1.5,2.9,.100,,-2.0,0.8,-1.2,0.3
8,Kosta Koufos\koufoko01,27,71,1419,13.8,.560,.003,.158,9.7,23.0,16.4,5.3,1.3,3.1,12.7,15.3,,1.2,1.4,2.6,.089,,-2.6,0.7,-1.9,0.0
9,Matt Barnes\barnema02,36,54,1367,10.2,.501,.551,.172,4.7,19.9,12.4,16.3,1.3,1.1,16.8,16.4,,-0.1,1.0,1.0,.034,,-1.2,0.3,-1.0,0.4
10,Ben McLemore\mclembe01,23,61,1176,9.8,.538,.406,.222,1.9,10.7,6.3,6.9,1.2,0.5,11.9,20.1,,-0.1,0.5,0.4,.015,,-2.2,-2.7,-4.9,-0.9
11,Rudy Gay\gayru01,30,30,1013,17.9,.559,.256,.312,4.0,17.5,10.8,14.1,2.2,2.3,12.8,25.8,,0.8,1.0,1.8,.087,,0.3,0.4,0.7,0.7
12,Buddy Hield\hieldbu01,24,25,727,14.9,.600,.466,.145,2.6,13.7,8.2,10.3,1.4,0.3,14.4,22.9,,0.4,0.4,0.8,.053,,0.7,-2.2,-1.5,0.1
13,Skal Labissiere\labissk01,20,33,612,16.8,.577,.037,.339,9.7,20.7,15.3,7.5,1.3,1.9,12.9,21.3,,0.7,0.5,1.3,.099,,-1.7,-0.9,-2.6,-0.1
14,Omri Casspi\casspom01,28,22,397,11.4,.511,.248,.179,5.9,20.2,13.1,10.1,1.3,0.2,11.9,16.3,,0.1,0.3,0.4,.043,,-2.5,-0.9,-3.4,-0.1
15,Langston Galloway\gallola01,25,19,375,8.0,.522,.385,.115,2.2,8.5,5.4,11.2,0.8,0.2,14.1,15.4,,0.0,0.1,0.1,.007,,-2.5,-2.4,-5.0,-0.3
16,Georgios Papagiannis\papagge01,19,22,355,12.7,.573,.020,.137,7.9,20.0,14.0,9.0,0.4,4.4,18.2,16.9,,0.1,0.3,0.4,.057,,-3.5,0.8,-2.7,-0.1
17,Tyreke Evans\evansty01,27,14,314,14.9,.516,.336,.238,2.6,16.0,9.4,17.7,1.9,1.5,12.2,26.0,,0.0,0.3,0.2,.034,,-1.0,-1.2,-2.2,0.0
18,Malachi Richardson\richama01,21,22,198,9.6,.517,.412,.279,1.8,11.5,6.7,8.7,1.3,0.5,9.5,19.3,,0.0,0.1,0.1,.028,,-2.5,-3.0,-5.5,-0.2
19,Jordan Farmar\farmajo01,30,2,35,14.4,.500,.750,.000,3.3,6.5,5.0,38.6,2.9,0.0,20.0,19.4,,0.0,0.0,0.0,.063,,0.7,-3.7,-3.0,0.0
